Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),No_Of_Reviews,Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),RAM(GB),Display_Size(Inches),Laptop_Weight(Pounds),Laptop_Dimensions,image_src
Apple,MacBook Air 13-inch Apple M3 chip Built for Apple Intelligence - 16GB Memory - 256GB SSD,MC8K4LL/A,Apple,Apple M3,SSD,macOS Sequoia 15.1,2560 x 1664,4.8,,(42 Reviews),1099.0,yes,2024-12-05 03:05:57,https://www.bestbuy.com/site/apple-macbook-air-13-inch-apple-m3-chip-built-for-apple-intelligence-16gb-memory-256gb-ssd-midnight/6602767.p?skuId=6602767,BestBuy,256,16,13.0,2.73,0.44 x 11.97 x 8.46 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6b46488d-0489-4822-896b-6bc2fbe0a970.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Yoga Slim 7x - Copilot+ PC - 14.5"" 3K OLED Touch-Screen Laptop - Snapdragon X Elite - 16GB Memory - 512GB SSD",83ED0001US,Qualcomm,Qualcomm Snapdragon X Elite,SSD,Windows 11 Home,2944 x 1840,4.5,22.1,(206 Reviews),849.99,yes,2024-12-05 03:06:02,https://www.bestbuy.com/site/lenovo-yoga-slim-7x-copilot-pc-14-5-3k-oled-touch-screen-laptop-snapdragon-x-elite-16gb-memory-512gb-ssd-cosmic-blue/6582538.p?skuId=6582538,BestBuy,512,16,14.5,2.816,0.51 x 12.8 x 8.87 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6582/6582538_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Acer,"Nitro V ANV15-41-R2Y3 Gaming Laptop– 15.6"" Full HD 144Hz – AMD Ryzen 5 7535HS – GeForce RTX 4050 - 16GB DDR5 – 512GB SSD",ANV15-41-R2Y3,AMD,AMD Ryzen 5 7000 Series,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.5,,(79 Reviews),699.99,yes,2024-12-05 03:06:06,https://www.bestbuy.com/site/acer-nitro-v-anv15-41-r2y3-gaming-laptop-15-6-full-hd-144hz-amd-ryzen-5-7535hs-geforce-rtx-4050-16gb-ddr5-512gb-ssd-obsidian-black/6576633.p?skuId=6576633,BestBuy,512,16,15.6,4.63,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/f197d00f-62d1-41ba-9b81-6e1c748469aa.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,MacBook Pro 14-inch Apple M4 Pro chip Built for Apple Intelligence - 24GB Memory - 1TB SSD,MX2J3LL/A,Apple,Apple M4 Pro,SSD,macOS Sequoia 15.1,3024 x 1964,4.9,,(23 Reviews),2399.0,yes,2024-12-05 03:06:11,https://www.bestbuy.com/site/apple-macbook-pro-14-inch-apple-m4-pro-chip-built-for-apple-intelligence-24gb-memory-1tb-ssd-space-black/6602749.p?skuId=6602749,BestBuy,1000,24,14.0,3.53,0.61 x 12.31 x 8.71 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/8659517d-00e9-47d7-b6ab-5179838201f2.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"IdeaPad Flex 3i Chromebook Laptop - 12.2"" WUXGA Touchscreen - Intel N100 with 4GB Memory - 64GB eMMC",82XH0001US,Intel,Intel Processor N100,eMMC,Chrome OS,1920 x 1200 (WUXGA),4.6,12.0,(331 Reviews),269.0,yes,2024-12-05 03:06:17,https://www.bestbuy.com/site/lenovo-ideapad-flex-3i-chromebook-laptop-12-2-wuxga-touchscreen-intel-n100-with-4gb-memory-64gb-emmc-abyss-blue/6531741.p?skuId=6531741,BestBuy,64,4,12.2,2.75,0.72 x 11.18 x 8.27 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6531/6531741_sd.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"14"" Laptop - Intel Celeron - 4GB Memory - 64GB eMMC",685K1UA#ABA,Intel,Intel Celeron,eMMC,Windows 11 Home in S Mode,1366 x 768 (HD),4.1,11.5,"(5,219 Reviews)",179.99,yes,2024-12-05 03:06:23,https://www.bestbuy.com/site/hp-14-laptop-intel-celeron-4gb-memory-64gb-emmc-snowflake-white/6499749.p?skuId=6499749,BestBuy,64,4,14.0,3.24,0.71 x 12.76 x 8.86 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6499/6499749_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Microsoft,"Surface Laptop - Copilot+ PC - 15"" Touch-Screen - Snapdragon X Elite - 16GB Memory - 512GB SSD (7th Edition)",ZHH-00026,Qualcomm,Qualcomm Snapdragon X Elite,SSD,Windows 11 Home,2496 x 1664,4.8,,(71 Reviews),1199.99,yes,2024-12-05 03:06:28,https://www.bestbuy.com/site/microsoft-surface-laptop-copilot-pc-15-touch-screen-snapdragon-x-elite-16gb-memory-512gb-ssd-7th-edition-black/6582818.p?skuId=6582818,BestBuy,512,16,15.0,3.67,0.72 x 9.41 x 12.96 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6582/6582818_sd.jpg;maxHeight=640;maxWidth=550;format=webp
ASUS,"Chromebook CM1402 14"" FHD Laptop - MediaTek Kompanio 520 - 4GB Memory - 64GB eMMC",CM1402CM2A-M8186,MediaTek,MediaTek Kompanio 500 Series,eMMC,Chrome OS,1920 x 1080 (Full HD),4.5,15.0,(218 Reviews),299.0,yes,2024-12-05 03:06:34,https://www.bestbuy.com/site/asus-chromebook-cm1402-14-fhd-laptop-mediatek-kompanio-520-4gb-memory-64gb-emmc-gravity-gray/6570143.p?skuId=6570143,BestBuy,64,4,14.0,3.2,0.72 x 12.8 x 8.9 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6570/6570143_rd.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"Envy 2-in-1 16"" 2K Touch-Screen Laptop - AMD Ryzen 7 - 16GB Memory - 1TB SSD",9S1M4UA#ABA,AMD,AMD Ryzen 7 8000 Series,SSD,Windows 11 Home,1920 x 1200 (WUXGA),4.7,,(292 Reviews),649.99,yes,2024-12-05 03:06:40,https://www.bestbuy.com/site/hp-envy-2-in-1-16-2k-touch-screen-laptop-amd-ryzen-7-16gb-memory-1tb-ssd-meteor-silver/6571083.p?skuId=6571083,BestBuy,1024,16,16.0,4.23,0.72 x 14.04 x 9.68 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/79c29200-91e2-454c-8a8a-95721804cf46.jpg;maxHeight=640;maxWidth=550;format=webp
LG,"gram 17"" Laptop - Intel Evo 13th Gen Intel Core i7-1360P - 16GB RAM - 1TB SSD",17Z90R-H.AAY8U1,Intel,Intel 13th Generation Core i7 Evo Platform,SSD,Windows 11 Home,2560 x 1600,4.3,,(20 Reviews),949.99,yes,2024-12-05 03:06:47,https://www.bestbuy.com/site/lg-gram-17-laptop-intel-evo-13th-gen-intel-core-i7-1360p-16gb-ram-1tb-ssd-black/6579393.p?skuId=6579393,BestBuy,1000,16,17.0,2.98,10.19 x 14.91 x 0.7 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6579/6579393_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 16GB Memory - 1TB SSD",GSRF MWP82LL/A,Intel,Intel 10th Generation Core i5,SSD,Mac OS,2560 x 1600 (Retina),3.9,,(7 Reviews),819.99,yes,2024-12-05 03:06:52,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-with-touch-bar-intel-core-i5-16gb-memory-1tb-ssd-silver/6490128.p?skuId=6490128,BestBuy,1000,16,13.3,3.1,0.61 x 12 x 8.36 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6490/6490128_sd.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"Victus 15.6"" Full HD 144Hz Gaming Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce RTX 4050 - 512GB SSD",9T3V7UA#ABA,Intel,Intel 12th Generation Core i7,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.5,,(109 Reviews),1099.99,yes,2024-12-05 03:06:58,https://www.bestbuy.com/site/hp-victus-15-6-full-hd-144hz-gaming-laptop-intel-core-i7-16gb-memory-nvidia-geforce-rtx-4050-512gb-ssd-performance-blue/6570601.p?skuId=6570601,BestBuy,512,16,15.6,5.06,0.93 x 14.09 x 10.04 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/d8615bcc-c477-4074-a568-2d94f3fc99ef.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,MacBook Air 13-inch Apple M3 chip Built for Apple Intelligence - 24GB Memory - 512GB SSD,MC8Q4LL/A,Apple,Apple M3,SSD,macOS Sequoia 15.1,2560 x 1664,5.0,,(8 Reviews),1499.0,yes,2024-12-05 03:07:03,https://www.bestbuy.com/site/apple-macbook-air-13-inch-apple-m3-chip-built-for-apple-intelligence-24gb-memory-512gb-ssd-midnight/6602772.p?skuId=6602772,BestBuy,512,24,13.0,2.73,0.44 x 11.97 x 8.46 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6b46488d-0489-4822-896b-6bc2fbe0a970.jpg;maxHeight=640;maxWidth=550;format=webp
ASUS,"Vivobook Go 15.6"" FHD Laptop - Intel Celeron N4500 with 4GB Memory - 128GB SSD",L510KA-ES04,Intel,Intel Celeron,eMMC,Windows 11 Home in S Mode,1920 x 1080 (Full HD),4.5,,(2 Reviews),229.99,yes,2024-12-05 03:07:09,https://www.bestbuy.com/site/asus-vivobook-go-15-6-fhd-laptop-intel-celeron-n4500-with-4gb-memory-128gb-ssd-star-black/6593116.p?skuId=6593116,BestBuy,128,4,15.6,3.46,0.71 x 14.18 x 9.31 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/4084fb56-d261-4ec8-b86e-b944244c07f5.jpg;maxHeight=640;maxWidth=550;format=webp
Samsung,"Galaxy Book4 Edge - Copilot + PC - 15.6"" LED Laptop - Qualcomm Snapdragon X Plus - 16GB Memory- 512GB Storage",NP750XQA-KB2US,Qualcomm,Qualcomm Snapdragon X Plus,UFS,Windows 11 Home,1920 x 1080 (Full HD),4.6,27.0,(105 Reviews on Samsung US),899.99,yes,2024-12-05 03:07:14,https://www.bestbuy.com/site/samsung-galaxy-book4-edge-copilot-pc-15-6-led-laptop-qualcomm-snapdragon-x-plus-16gb-memory-512gb-storage-sapphire-blue/6598566.p?skuId=6598566,BestBuy,512,16,15.6,3.26,11.81 x 14.04 x 0.59 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/9a364715-2f9f-4726-a4b6-9e76975aa0a3.png;maxHeight=640;maxWidth=550;format=webp
Dell,Inspiron 2-in-1 16” IPS LED FHD Touch Screen Laptop - Intel Core Ultra 7 with 16GB Memory - 1TB SSD,i7640-7366BLU-PUS,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Home,1920 x 1200 (Full HD+),4.7,16.0,(286 Reviews),1149.99,yes,2024-12-05 03:07:20,https://www.bestbuy.com/site/dell-inspiron-2-in-1-16-ips-led-fhd-touch-screen-laptop-intel-core-ultra-7-with-16gb-memory-1tb-ssd-ice-blue/6575151.p?skuId=6575151,BestBuy,1000,16,16.0,4.8,0.75 x 14.05 x 9.87 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6575/6575151_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Yoga 7 2-in-1 14"" 2K Touchscreen Laptop - AMD Ryzen 5 8640HS with 8GB Memory - 512GB SSD",83DK000DUS,AMD,AMD Ryzen 5 8000 Series,SSD,Windows 11 Home,1900 x 1200 (WUXGA),4.5,12.5,(143 Reviews),749.99,yes,2024-12-05 03:07:26,https://www.bestbuy.com/site/lenovo-yoga-7-2-in-1-14-2k-touchscreen-laptop-amd-ryzen-5-8640hs-with-8gb-memory-512gb-ssd-artic-grey/6571486.p?skuId=6571486,BestBuy,512,8,14.0,3.57,0.72 x 12.51 x 8.75 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6571/6571486_sd.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"Envy 2-in-1 16"" 2K Touch-Screen Laptop - Intel Core Ultra 7 - 32GB Memory - 2TB SSD",9S1R9UA#ABA,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),4.6,13.25,(249 Reviews),1349.99,yes,2024-12-05 03:07:32,https://www.bestbuy.com/site/hp-envy-2-in-1-16-2k-touch-screen-laptop-intel-core-ultra-7-32gb-memory-2tb-ssd-glacier-silver/6572057.p?skuId=6572057,BestBuy,2048,32,16.0,4.14,0.72 x 14.04 x 9.68 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/d9fdc92a-9998-4561-92c5-9f3c6dbfe5ba.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Legion Pro 5i 16"" Gaming Laptop WQXGA - Intel 14th Gen Core i9 with 16GB Memory - NVIDIA GeForce RTX 4060 8GB - 1TB SSD",83DF00A7US,Intel,Intel Core i9 14th Generation,SSD,Windows 11 Home,2560 x 1600,4.6,5.2,(54 Reviews),1499.99,yes,2024-12-05 03:07:38,https://www.bestbuy.com/site/lenovo-legion-pro-5i-16-gaming-laptop-wqxga-intel-14th-gen-core-i9-with-16gb-memory-nvidia-geforce-rtx-4060-8gb-1tb-ssd-onyx-grey/6575389.p?skuId=6575389,BestBuy,1000,16,16.0,5.5,1.06 x 14.31 x 10.31 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6575/6575389_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Lenovo Thinkpad T480 Laptop, Intel i5 8350U 1.7GHZ, 16GB RAM, 256GB SSD HD, Webcam, W10P-64 - Refurbished",T480.i5.16.256,Intel,Intel 8th Generation Core i5,SSD,Windows 10 Pro,1920 x 1080 (Full HD),2.2,,(6 Reviews),259.99,yes,2024-12-05 03:07:43,https://www.bestbuy.com/site/lenovo-thinkpad-t480-laptop-intel-i5-8350u-1-7ghz-16gb-ram-256gb-ssd-hd-webcam-w10p-64-refurbished-black/6567240.p?skuId=6567240,BestBuy,256,16,14.0,3.49,0.78 x 13.25 x 9.15 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/2f1d9cac-b17f-4060-a893-014bef14caa2.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"MacBook Air 13.6"" Laptop - M2 chip Built for Apple Intelligence - 8GB Memory - 256GB SSD",MLY13LL/A,Apple,Apple M2,SSD,macOS Monterey 12,2560 x 1664,4.9,,"(11,960 Reviews)",899.0,yes,2024-12-05 03:07:48,https://www.bestbuy.com/site/apple-macbook-air-13-6-laptop-m2-chip-built-for-apple-intelligence-8gb-memory-256gb-ssd-starlight/6509648.p?skuId=6509648,BestBuy,256,8,13.6,2.7,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/96145d43-6457-4fdf-981d-ec39efde8a66.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,Inspiron 16” 2-in-1 Touch Laptop – Intel Core Ultra 5 Processor – 16GB Memory – 512GB SSD,i7640-5359BLU-PUS,Intel,Intel Core Ultra 5 Series 1,SSD,Windows 11 Home,1920 x 1200 (Full HD+),4.5,11.0,(28 Reviews),599.99,yes,2024-12-05 03:07:54,https://www.bestbuy.com/site/dell-inspiron-16-2-in-1-touch-laptop-intel-core-ultra-5-processor-16gb-memory-512gb-ssd-ice-blue/6576387.p?skuId=6576387,BestBuy,512,16,16.0,4.8,0.75 x 14.05 x 9.87 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6d314548-907e-4d25-b7df-166b4911afa9.jpg;maxHeight=640;maxWidth=550;format=webp
Apple,"MacBook Pro 16"" Laptop - M3 Max chip Built for Apple Intelligence - 48GB Memory - 40-core GPU - 1TB SSD",MUW63LL/A,Apple,Apple M3 Max,SSD,macOS Sonoma 14,3456 x 2234,4.9,22.0,(220 Reviews),3399.0,yes,2024-12-05 03:07:59,https://www.bestbuy.com/site/apple-macbook-pro-16-laptop-m3-max-chip-built-for-apple-intelligence-48gb-memory-40-core-gpu-1tb-ssd-space-black/6534612.p?skuId=6534612,BestBuy,1000,48,16.2,4.8,0.66 x 14 x 9.77 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6534/6534612_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Yoga 7 2-in-1 14"" 2K Touchscreen Laptop - AMD Ryzen 7 8840HS with 16GB Memory - 1 TB SSD",83DK000AUS,AMD,AMD Ryzen 7 8000 Series,SSD,Windows 11 Home,1900 x 1200 (WUXGA),4.5,12.5,(142 Reviews),599.99,yes,2024-12-05 03:08:05,https://www.bestbuy.com/site/lenovo-yoga-7-2-in-1-14-2k-touchscreen-laptop-amd-ryzen-7-8840hs-with-16gb-memory-1-tb-ssd-artic-grey/6571366.p?skuId=6571366,BestBuy,1000,16,14.0,3.57,0.72 x 12.51 x 8.75 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6571/6571366_sd.jpg;maxHeight=640;maxWidth=550;format=webp
LG,LG gram 17” Laptop - Intel Evo Platform 13th Gen Intel Core i7 with 32GB RAM - 2TB NVMe SSD,17Z90R-K.ADS9U1,Intel,Intel 13th Generation Core i7 Evo Platform,SSD,Windows 11 Home,2560 x 1600,4.6,,(30 Reviews),1099.99,yes,2024-12-05 03:08:13,https://www.bestbuy.com/site/lg-gram-17-laptop-intel-evo-platform-13th-gen-intel-core-i7-with-32gb-ram-2tb-nvme-ssd-charcoal-gray/6540480.p?skuId=6540480,BestBuy,2000,32,17.0,2.98,10.19 x 14.91 x 0.7 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6540/6540480_sd.jpg;maxHeight=640;maxWidth=550;format=webp
ASUS,"ROG Strix 18"" QHD 240Hz Gaming Laptop - Intel 14th Gen Core i9 with 32GB Memory - NVIDIA GeForce RTX 4080 - 2TB SSD",G814JZR-G18.I94080,Intel,Intel Core i9 14th Generation,SSD,Windows 11 Home,2560 x 1600,4.6,10.0,(233 Reviews),2199.99,yes,2024-12-05 03:08:18,https://www.bestbuy.com/site/asus-rog-strix-18-qhd-240hz-gaming-laptop-intel-14th-gen-core-i9-with-32gb-memory-nvidia-geforce-rtx-4080-2tb-ssd-eclipse-gray/6570224.p?skuId=6570224,BestBuy,2000,32,18.0,6.5,15.71 x 11.57 x 1.21 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/0cb07be0-b5b8-4868-a9c9-c2b588283698.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,"Inspiron 14 Plus - Copilot+ PC - 14"" QHD Touch Laptop - Snapdragon X Plus - 16GB - 512GB SSD",i7441-SX10838BLU-PUS,Qualcomm,Qualcomm Snapdragon X Plus,SSD,Windows 11 Home,2560 x 1600,4.5,23.0,(47 Reviews),699.99,yes,2024-12-05 03:08:24,https://www.bestbuy.com/site/dell-inspiron-14-plus-copilot-pc-14-qhd-touch-laptop-snapdragon-x-plus-16gb-512gb-ssd-ice/6584131.p?skuId=6584131,BestBuy,512,16,14.0,3.17,0.66 x 12.36 x 8.8 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6584/6584131_sd.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"Transcend 14"" 120Hz 3K OLED Gaming Laptop - Intel Core Ultra 7-155H - 16GB Memory - NVIDIA GeForce RTX 4060 - 1TB SSD",9Q4B5UA#ABA,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Home,2880 x 1800,4.4,,(63 Reviews),1599.99,yes,2024-12-05 03:08:30,https://www.bestbuy.com/site/hp-omen-transcend-14-120hz-3k-oled-gaming-laptop-intel-core-ultra-7-155h-16gb-memory-nvidia-geforce-rtx-4060-1tb-ssd-shadow-black/6569023.p?skuId=6569023,BestBuy,1024,16,14.0,3.6,0.71 x 12.32 x 9.19 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/253e6d66-340d-4d48-95ce-2b51040585f9.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"14"" Laptop - Intel Celeron - 4GB Memory - 128GB eMMC",9R334UA#ABA,Intel,Intel Celeron,eMMC,Windows 11 Home in S Mode,1366 x 768 (HD),4.2,,(580 Reviews),199.99,yes,2024-12-05 03:08:37,https://www.bestbuy.com/site/hp-14-laptop-intel-celeron-4gb-memory-128gb-emmc-natural-silver/6569837.p?skuId=6569837,BestBuy,128,4,14.0,3.24,0.71 x 12.76 x 8.86 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6569/6569837_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"LOQ 15.6"" Gaming Laptop FHD - AMD Ryzen 5 7235HS with 12GB Memory - NVIDIA GeForce RTX 3050 6GB - 512GB SSD",83JC0001US,AMD,AMD Ryzen 5 7000 Series,SSD,Windows 11 Home,1920 x 1080 (Full HD),4.6,4.0,(72 Reviews),479.99,yes,2024-12-05 03:08:42,https://www.bestbuy.com/site/lenovo-loq-15-6-gaming-laptop-fhd-amd-ryzen-5-7235hs-with-12gb-memory-nvidia-geforce-rtx-3050-6gb-512gb-ssd-luna-grey/6578512.p?skuId=6578512,BestBuy,512,12,15.6,5.39,0.94 x 14.17 x 10.19 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6578/6578512_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Acer,"Chromebook 311 - 11.6"" HD Laptop - Intel Celeron N4500 - 4GB Memory - 64GB eMMC",CBOA311-1H-C90F,Intel,Intel Celeron,eMMC,Chrome OS,1366 x 768 (HD),4.5,8.0,(31 Reviews),119.0,yes,2024-12-05 03:08:49,https://www.bestbuy.com/site/acer-chromebook-311-11-6-hd-laptop-intel-celeron-n4500-4gb-memory-64gb-emmc-star-black/6587182.p?skuId=6587182,BestBuy,64,4,11.6,2.65,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/3503751c-d257-48fa-8f73-9201cfea9277.jpg;maxHeight=640;maxWidth=550;format=webp
ASUS,"ASUS 14"" FHD Laptop - Intel Celeron N4500 with 4GB Memory - 64GB eMMC",E410KA-CL464,Intel,Intel Celeron,eMMC,Windows 11 Home in S Mode,1920 x 1080 (Full HD),4.2,10.0,(315 Reviews),119.99,yes,2024-12-05 03:08:56,https://www.bestbuy.com/site/asus-14-fhd-laptop-intel-celeron-n4500-with-4gb-memory-64gb-emmc-star-black/6568803.p?skuId=6568803,BestBuy,64,4,14.0,2.87,0.71 x 8.54 x 12.8 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/1b51bf6b-92d8-4155-badf-c40b64ed6411.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,"Latitude 3000 15.6"" Laptop - Intel Core i7 with 16GB Memory - 512 GB SSD",7CCG9,Intel,Intel 13th Generation Core i7,SSD,Windows 11 Pro,1920 x 1080 (Full HD),5.0,9.0,(1 Review),1089.99,yes,2024-12-05 03:09:01,https://www.bestbuy.com/site/dell-latitude-3000-15-6-laptop-intel-core-i7-with-16gb-memory-512-gb-ssd-soft-charcoal-other/6585432.p?skuId=6585432,BestBuy,512,16,15.6,3.79,13 9/10 x 2 3/5 x 17 3/5 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6585/6585432_rd.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"HP Zbook 15U G6 Laptop, Intel i7-8665U 1.90GHz, 32GB RAM, 512GB SSD  Windows 10 Pro-64  - Refurbished",HP.15UG6.I7.8665U.32.512.W10P,Intel,Intel 8th Generation Core i7,SSD,Windows 10 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,399.99,yes,2024-12-05 03:09:06,https://www.bestbuy.com/site/hp-zbook-15u-g6-laptop-intel-i7-8665u-1-90ghz-32gb-ram-512gb-ssd-windows-10-pro-64-refurbished-gray/6598989.p?skuId=6598989,BestBuy,512,32,15.6,3.9,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/df7156c3-5611-4038-a963-9c1a9544518d.jpg;maxHeight=640;maxWidth=550;format=webp
ASUS,"Vivobook 17"" FHD Laptop - Intel Core i3-1215U with 8GB Memory - 512GB SSD",X1704ZA-I38512,Intel,Intel 12th Generation Core i3,SSD,Windows 11 Home,1920 x 1080 (Full HD),5.0,10.0,(1 Review),399.99,yes,2024-12-05 03:09:11,https://www.bestbuy.com/site/asus-vivobook-17-fhd-laptop-intel-core-i3-1215u-with-8gb-memory-512gb-ssd-quiet-blue/6587795.p?skuId=6587795,BestBuy,512,8,17.3,4.63,0.78 x 10.01 x 15.72 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/93e739ae-a1e1-49e9-bc58-fb931a9bb586.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Yoga 7 2-in-1 16"" 2K Touchscreen Laptop - AMD Ryzen 5 8640HS with 8GB Memory - 512GB SSD",83DM0004US,AMD,AMD Ryzen 5 8000 Series,SSD,Windows 11 Home,1900 x 1200 (WUXGA),4.1,12.0,(109 Reviews),499.99,yes,2024-12-05 03:09:19,https://www.bestbuy.com/site/lenovo-yoga-7-2-in-1-16-2k-touchscreen-laptop-amd-ryzen-5-8640hs-with-8gb-memory-512gb-ssd-artic-grey/6571370.p?skuId=6571370,BestBuy,512,8,16.0,4.63,0.75 x 14.24 x 9.84 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6571/6571370_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"IdeaPad 3i Chromebook Laptop - 15"" FHD Touch Screen - Pentium Silver N6000 - 8GB Memory - 128GB SSD",82N40045US,Intel,Intel Pentium,SSD,Chrome OS,1920 x 1080 (Full HD),4.6,10.0,(42 Reviews),429.0,yes,2024-12-05 03:09:26,https://www.bestbuy.com/site/lenovo-ideapad-3i-chromebook-laptop-15-fhd-touch-screen-pentium-silver-n6000-8gb-memory-128gb-ssd-arctic-grey/6567669.p?skuId=6567669,BestBuy,128,8,15.6,3.586,0.75 x 14.25 x 9.57 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6567/6567669_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,Inspiron 2-in-1 14” IPS LED FHD+ Touch Screen Laptop – Intel Core 7 with 16GB Memory – 1TB SSD,i7440-7304BLU-PUS,Intel,Intel Core 7 Series 1,SSD,Windows 11 Home,1920 x 1200 (Full HD+),4.6,10.0,(289 Reviews),999.99,yes,2024-12-05 03:09:31,https://www.bestbuy.com/site/dell-inspiron-2-in-1-14-ips-led-fhd-touch-screen-laptop-intel-core-7-with-16gb-memory-1tb-ssd-ice-blue/6576386.p?skuId=6576386,BestBuy,1000,16,14.0,3.77,0.74 x 12.36 x 8.9 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/db457eb9-9406-45f6-8d34-ae810680b956.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,Inspiron 16” 2-in-1 Touch Screen Laptop - Intel Core Ultra 7 with 32GB Memory – 1TB SSD,i7640-7380BLU-PUS,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Home,2560 x 1600,4.5,,(63 Reviews),1499.99,yes,2024-12-05 03:09:39,https://www.bestbuy.com/site/dell-inspiron-16-2-in-1-touch-screen-laptop-intel-core-ultra-7-with-32gb-memory-1tb-ssd-midnight-blue/6576385.p?skuId=6576385,BestBuy,1000,32,16.0,4.8,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/94db26d1-8702-4bdc-bfd4-48c4f7986ff9.jpg;maxHeight=640;maxWidth=550;format=webp
