Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),No_Of_Reviews,Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),RAM(GB),Display_Size(Inches),Laptop_Weight(Pounds),Laptop_Dimensions
Acer,"Swift 3 - 14"" 1920 x 1080 100% sRGB Laptop - AMD Ryzen 5 5625U - 16GB LPDDR4X – 512GB SSD - Wi-Fi 6E",SF314-44-R3ZM,AMD,AMD Ryzen 5 5000 Series,SSD,Windows 11 Home,1920 x 1080 (Full HD),5.0,13.0,(3 Reviews),849.99,yes,2024-11-02 20:55:32,https://www.bestbuy.com/site/acer-swift-3-14-1920-x-1080-100-srgb-laptop-amd-ryzen-5-5625u-16gb-lpddr4x-512gb-ssd-wi-fi-6e-silver/6520615.p?skuId=6520615,BestBuy,512,16,14.0,2.76,0.63 x 12.67 x 8.34 inches
Dell,"15.6"" Refurbished 1920 x 1080 FHD - Intel 9th Gen Core i7-9750H with 32GB RAM - NVIDIA Quadro P620 - 512GB SSD",Precision 3541,Intel,Intel 9th Generation Core i7,SSD,Windows 11 Pro,1920 x 1080 (Full HD),3.4,,(7 Reviews),617.99,yes,2024-11-02 20:55:37,https://www.bestbuy.com/site/dell-15-6-refurbished-1920-x-1080-fhd-intel-9th-gen-core-i7-9750h-with-32gb-ram-nvidia-quadro-p620-512gb-ssd-gray/6545490.p?skuId=6545490,BestBuy,512,32,15.6,4.34,
Microsoft,"Surface Laptop Studio 2 - 14.4"" Touch-Screen - Intel Core i7 with 32GB Memory -RTX 2000 Ada Gen-1TB SSD (Latest Model)",Z1S-00001,Intel,Intel 13th Generation Core i7,SSD,Windows 11 Home,2400 x 1600,4.8,18.0,(5 Reviews),3199.99,yes,2024-11-02 20:55:41,https://www.bestbuy.com/site/microsoft-surface-laptop-studio-2-14-4-touch-screen-intel-core-i7-with-32gb-memory-rtx-2000-ada-gen-1tb-ssd-latest-model-platinum/6554723.p?skuId=6554723,BestBuy,1000,32,14.4,4.41,0.86 x 9.06 x 12.72 inches
GIGABYTE,"AORUS 16X 16"" 165Hz Gaming Laptop IPS - Intel i7-13650HX with 32GB RAM - NVIDIA GeForce RTX 4070 - 1TB SSD",AORUS 16X 9SG-43USC64SH,Intel,Intel 13th Generation Core i7,SSD,Windows 11 Home,2560 x 1600,3.5,,(2 Reviews),1549.99,yes,2024-11-02 20:55:46,https://www.bestbuy.com/site/gigabyte-aorus-16x-16-165hz-gaming-laptop-ips-intel-i7-13650hx-with-32gb-ram-nvidia-geforce-rtx-4070-1tb-ssd-black/6576658.p?skuId=6576658,BestBuy,1024,32,16.0,4.63,0.78 x 10 x 14.1 inches
MSI,"Raider 17.3"" 360Hz Gaming Laptop - Intel Core i7 12700H with 32GB Memory - NVIDIA GeForce RTX 3070Ti with 8GB - 1TB SSD",RAIDERGE7612201,Intel,Intel 12th Generation Core i7,SSD,Windows 11 Home,1920 x 1080 (Full HD),5.0,,(1 Review),1999.99,yes,2024-11-02 20:55:52,https://www.bestbuy.com/site/msi-raider-17-3-360hz-gaming-laptop-intel-core-i7-12700h-with-32gb-memory-nvidia-geforce-rtx-3070ti-with-8gb-1tb-ssd-titanium-blue/6563151.p?skuId=6563151,BestBuy,1000,32,17.3,6.39,1.02 x 15.63 x 11.18 inches
Dell,"14"" Refurbished 1920 x 1080 FHD - Intel 8th Gen Core i5-8350U with 16GB RAM - Intel UHD Graphics 620 - 256GB SSD",7490,Intel,Intel 8th Generation Core i5,SSD,Windows 11 Pro,1920 x 1080 (Full HD),5.0,,(7 Reviews),334.99,yes,2024-11-02 20:55:57,https://www.bestbuy.com/site/dell-14-refurbished-1920-x-1080-fhd-intel-8th-gen-core-i5-8350u-with-16gb-ram-intel-uhd-graphics-620-256gb-ssd-black/6545475.p?skuId=6545475,BestBuy,256,16,14.0,3.11,
Apple,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 8GB Memory - 512GB SSD",GSRF MXK52LL/A,Intel,Intel 8th Generation Core i5,SSD,Mac OS,2560 x 1600 (Retina),4.0,,(21 Reviews),599.99,No,2024-11-02 20:56:02,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-with-touch-bar-intel-core-i5-8gb-memory-512gb-ssd-space-gray/6489842.p?skuId=6489842,BestBuy,512,8,13.3,3.1,0.61 x 12 x 8.36 inches
LG,"LG gram 2-in-1 14"" Laptop - Intel Evo Platform Intel Core Ultra 7 - 16GB RAM - 1TB SSD",14T90S-G.AAB6U1,Intel,Intel Core Ultra 7 Series 1 Evo Edition,SSD,Windows 11 Home,1920 x 1200 (WUXGA),,,Be the first to write a review,1399.99,yes,2024-11-02 20:56:08,https://www.bestbuy.com/site/lg-gram-2-in-1-14-laptop-intel-evo-platform-intel-core-ultra-7-16gb-ram-1tb-ssd-black/6579842.p?skuId=6579842,BestBuy,1000,16,14.0,2.75,8.64 x 12.36 x 0.66 inches
Dell,"Mobile Processor 7680 16"" Laptop - Intel Core i7-13850HX with 32GB Memory - 512GB SSD",091RP,Intel,Intel 13th Generation Core i7,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),5.0,,(1 Review),2599.99,yes,2024-11-02 20:56:13,https://www.bestbuy.com/site/dell-mobile-processor-7680-16-laptop-intel-core-i7-13850hx-with-32gb-memory-512gb-ssd-aluminum-titan-gray/6549532.p?skuId=6549532,BestBuy,512,32,16.0,5.75,1.08 x 14 x 10.2 inches
Apple,"Apple MacBook Pro 16"" (2019) Refurbished 3072x1920 - Intel 9th Gen Core i9 with 32GB Memory - RadeonPro555X - 512GBSSD",A2141,Intel,Intel 9th Generation Core i9,SSD,macOS Catalina,3072 x 1920 (Retina),2.8,,(4 Reviews),1069.99,yes,2024-11-02 20:56:18,https://www.bestbuy.com/site/apple-macbook-pro-16-2019-refurbished-3072x1920-intel-9th-gen-core-i9-with-32gb-memory-radeonpro555x-512gbssd-space-gray/6561795.p?skuId=6561795,BestBuy,512,32,16.0,4.02,
Apple,"Geek Squad Certified Refurbished MacBook Pro®  - 15"" Display - Intel Core i7 - 16 GB Memory - 512GB Flash Storage",GSRF MPTV2LL/A,Intel,Intel 7th Generation Core i7,SSD,Mac OS,2880 x 1800 (Retina),4.4,10.0,(17 Reviews),899.99,yes,2024-11-02 20:56:23,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-15-display-intel-core-i7-16-gb-memory-512gb-flash-storage-silver/6530211.p?skuId=6530211,BestBuy,512,16,15.4,4.02,0.61 x 13.75 x 9.48 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro - 13"" Display with Touch Bar - Intel Core i5 - 16GB Memory - 512GB SSD",GSRF MWP72LL/A,Intel,Intel 10th Generation Core i5,SSD,Mac OS,2560 x 1600 (Retina),4.4,,(59 Reviews),689.99,yes,2024-11-02 20:56:29,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-13-display-with-touch-bar-intel-core-i5-16gb-memory-512gb-ssd-silver/6490126.p?skuId=6490126,BestBuy,512,16,13.3,3.1,0.61 x 12 x 8.36 inches
Apple,"Geek Squad Certified Refurbished MacBook Pro - 16"" Display- Intel Core i7- 16GB Memory- AMD Radeon Pro 5300M - 512GB SSD",GSRF MVVL2LL/A,Intel,Intel 9th Generation Core i7,SSD,macOS Catalina,3072 x 1920 (Retina),4.0,11.0,(82 Reviews),829.99,yes,2024-11-02 20:56:33,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-pro-16-display-intel-core-i7-16gb-memory-amd-radeon-pro-5300m-512gb-ssd-silver/6489618.p?skuId=6489618,BestBuy,512,16,16.0,4.3,0.64 x 14.1 x 9.68 inches
ASUS,"TUF Gaming F17 17.3"" 144Hz Gaming Laptop FHD - Intel Core i5-12500H with 8GB Memory - NVIDIA GeForce RTX 3050 - 1TB SSD",FX707ZC-ES52,Intel,Intel 12th Generation Core i5,SSD,Windows 11 Home,1920 x 1080 (Full HD),5.0,,(1 Review),849.99,yes,2024-11-02 20:56:39,https://www.bestbuy.com/site/asus-tuf-gaming-f17-17-3-144hz-gaming-laptop-fhd-intel-core-i5-12500h-with-8gb-memory-nvidia-geforce-rtx-3050-1tb-ssd-mecha-gray/6577355.p?skuId=6577355,BestBuy,1000,8,17.3,5.73,0.9 x 15.55 x 10.39 inches
HP,Elitebook 840 G5 Laptop Intel i5-8350U 1.7GHz 16GB 256GB SSD Windows 10 Pro - Refurbished,840G5.16.256.Pro,Intel,Intel 8th Generation Core i5,SSD,Windows 10 Pro,1920 x 1080 (Full HD),3.8,,(29 Reviews),291.99,yes,2024-11-02 20:56:44,https://www.bestbuy.com/site/hp-elitebook-840-g5-laptop-intel-i5-8350u-1-7ghz-16gb-256gb-ssd-windows-10-pro-refurbished-silver/6520794.p?skuId=6520794,BestBuy,256,16,14.0,3.26,
HP,"HP PRO C640 Chromebook 14"" Refurbished ‎1366x768 - Intel 10th Gen Core i5 with 8GB Memory - UHD Graphics - 64GB Flash",PROC640,Intel,Intel 10th Generation Core i7,eMMC,Chrome OS,1366 x 768 (HD),3.9,,(9 Reviews),189.99,yes,2024-11-02 20:56:50,https://www.bestbuy.com/site/hp-pro-c640-chromebook-14-refurbished-1366x768-intel-10th-gen-core-i5-with-8gb-memory-uhd-graphics-64gb-flash-silver/6561792.p?skuId=6561792,BestBuy,64,8,14.0,4.94,
Apple,"Apple MacBook Pro 13.3"" Pre-Owned - Touch Bar/ID - Intel Core i5 1.4GHz with 8GB Memory - 128GB SSD (2019)",MUHN2LL/A,Intel,Intel 8th Generation Core i5,SSD,Mac OS,2560 x 1600 (Retina),4.2,,(22 Reviews),484.99,yes,2024-11-02 20:56:55,https://www.bestbuy.com/site/apple-macbook-pro-13-3-pre-owned-touch-bar-id-intel-core-i5-1-4ghz-with-8gb-memory-128gb-ssd-2019-space-gray/6441202.p?skuId=6441202,BestBuy,128,8,13.3,3.02,
Alienware,"16"" QHD+ (2560 x 1600) 240Hz Gaming Laptop - Intel Core Ultra 9 - 64GB Memory - NVIDIA GeForce RTX 4070 - 2TB SSD",BBY-0NCW5FX,Intel,Intel Core Ultra 9 Series 1,SSD,Windows 11 Home,2560 x 1600,4.7,,(730 Reviews on dell.com),2599.99,yes,2024-11-02 20:57:01,https://www.bestbuy.com/site/alienware-16-qhd-2560-x-1600-240hz-gaming-laptop-intel-core-ultra-9-64gb-memory-nvidia-geforce-rtx-4070-2tb-ssd-dark-metallic-moon/6589739.p?skuId=6589739,BestBuy,2000,64,16.0,5.7,0.93 x 14.3 x 9.8 inches
HP,"14"" Laptop - Intel Celeron - 4GB Memory - 64GB eMMC",14-dq0054dx,Intel,Intel Celeron,eMMC,Windows 11 Home in S Mode,1366 x 768 (HD),4.1,11.5,"(5,153 Reviews)",119.99,yes,2024-11-02 20:57:06,https://www.bestbuy.com/site/hp-14-laptop-intel-celeron-4gb-memory-64gb-emmc-rose-gold/6499942.p?skuId=6499942,BestBuy,64,4,14.0,3.24,0.71 x 12.76 x 8.86 inches
ASUS,ROG Strix G18 18” Nebula UHD Gaming Laptop - Intel Core i9-14900HX with 32GB Memory-  NVIDIA GeForce RTX 4070 - 1TB SSD,G814JIR-XS96,Intel,Intel Core i9 14th Generation,SSD,Windows 11 Pro,2560 x 1600,4.3,,(6 Reviews),2162.99,yes,2024-11-02 20:57:11,https://www.bestbuy.com/site/asus-rog-strix-g18-18-nebula-uhd-gaming-laptop-intel-core-i9-14900hx-with-32gb-memory-nvidia-geforce-rtx-4070-1tb-ssd-eclipse-gray/6572159.p?skuId=6572159,BestBuy,1000,32,18.0,12.85,4.3 x 18.1 x 13.8 inches
Thomson,NEOZ3 Laptop - Qualcomm Snapdragon - 4GB Memory,WWZ313Q8504T64,Qualcomm,Qualcomm Snapdragon,SSD,Windows 11 Home in S Mode,1920 x 1080 (Full HD),5.0,,(1 Review),199.99,yes,2024-11-02 20:57:16,https://www.bestbuy.com/site/thomson-neoz3-laptop-qualcomm-snapdragon-4gb-memory-silver/6527463.p?skuId=6527463,BestBuy,64,4,12.5,2.54,
Apple,"Geek Squad Certified Refurbished MacBook Air 13.3"" Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive",GSRF MVFN2LL/A,Intel,Intel 8th Generation Core i5,SSD,Mac OS,2560 x 1600 (Retina),4.3,,(34 Reviews),539.99,yes,2024-11-02 20:57:22,https://www.bestbuy.com/site/apple-geek-squad-certified-refurbished-macbook-air-13-3-laptop-intel-core-i5-8gb-memory-256gb-solid-state-drive-gold/6489612.p?skuId=6489612,BestBuy,256,8,13.3,2.75,0.61 x 12 x 8.36 inches
